-19.0547253,-65.2733749
-19.0544971,-65.2683699
-19.0544363,-65.2681392
-19.0541625,-65.26793
-19.0538532,-65.2675438
-19.0537923,-65.2673453
-19.0528238,-65.2668679
-19.0526514,-65.2668357
-19.052403,-65.2673507
-19.0520633,-65.2670771
-19.0506587,-65.2658486
-19.0482755,-65.2638477
-19.0455677,-65.2615142
-19.0470991,-65.2596903
-19.0451418,-65.2580005
-19.0442797,-65.2589339
-19.0436155,-65.2599531
-19.0420435,-65.262115
-19.0412879,-65.2630967
-19.040147,-65.2620828
-19.0385344,-65.2607524
-19.0370993,-65.2595294
-19.0364553,-65.2589554
-19.035152,-65.2592611
-19.0322209,-65.2599639
-19.0312676,-65.2601624
-19.0310292,-65.2590573
-19.0309937,-65.2585852
-19.0310951,-65.2559298
-19.0310748,-65.2558118
-19.031298,-65.2554739
-19.0313335,-65.2553183
-19.0311813,-65.2551252
-19.0299338,-65.2547765
-19.0291376,-65.2545619
-19.0288435,-65.2545673
-19.0281386,-65.2546692
-19.0274337,-65.2545458
-19.0268505,-65.2547657
-19.0267795,-65.2551681
-19.0267947,-65.2555329
-19.026891,-65.2558494
-19.027033,-65.2561605
-19.0273525,-65.2566004
-19.0275706,-65.2567452
-19.0276771,-65.2568793
-19.0277075,-65.2570456
-19.0275148,-65.2572495
-19.0274337,-65.2573621
-19.02753,-65.2577162
-19.027667,-65.2581829
-19.027596,-65.2584779
-19.0273424,-65.2587032
-19.0268099,-65.2586603
-19.026389,-65.2586067
-19.0260999,-65.2585852
-19.0254711,-65.2587515
-19.0248016,-65.2589071
-19.024472,-65.2585638
-19.0234577,-65.2597064
-19.0221594,-65.259406
-19.0216726,-65.2600873
-19.0232143,-65.2614123
-19.0231585,-65.2615947
-19.0221797,-65.2613103
-19.0219616,-65.2613103
-19.0210995,-65.2615303
-19.0204554,-65.2613747
-19.0203286,-65.2612674
-19.0186043,-65.2615035
-19.0176508,-65.2621418
-19.0170625,-65.2623886
-19.0157337,-65.2630001
-19.0152925,-65.2632684
-19.0145317,-65.2637511
-19.0138978,-65.2627534
-19.0136442,-65.2621633
-19.0130406,-65.2628338
