-19.0840707,-65.2201438
-19.0836854,-65.2207124
-19.0833001,-65.2213883
-19.0831784,-65.2226543
-19.0837259,-65.2227724
-19.0837969,-65.222944
-19.0831784,-65.2233195
-19.0829148,-65.2237809
-19.0827627,-65.2244031
-19.0824687,-65.2246284
-19.08184,-65.2247679
-19.0816879,-65.2249289
-19.0822659,-65.2253902
-19.0825396,-65.2259052
-19.0835536,-65.2278042
-19.0835941,-65.2280402
-19.0831379,-65.2295423
-19.0831379,-65.2301967
-19.0832798,-65.2306795
-19.0837563,-65.230937
-19.0846283,-65.2311838
-19.0848007,-65.2316988
-19.0847297,-65.2321494
-19.0841619,-65.2327394
-19.083077,-65.2340162
-19.0826207,-65.2350783
-19.0820529,-65.2368271
-19.0814649,-65.2375138
-19.0794066,-65.2382863
-19.0758577,-65.239327
-19.0729882,-65.2406359
-19.0696014,-65.2424598
-19.0678776,-65.2433181
-19.0657279,-65.2435219
-19.0643691,-65.2439618
-19.0622497,-65.2447021
-19.0609619,-65.2452707
-19.0606272,-65.2455497
-19.0604143,-65.2459574
-19.0603737,-65.246408
-19.059603,-65.2470195
-19.0592481,-65.2472985
-19.0589134,-65.2477491
-19.0580718,-65.2485645
-19.0573721,-65.2494657
-19.0563681,-65.2500558
-19.0555873,-65.2504635
-19.0549585,-65.2510858
-19.0537213,-65.2528238
-19.053052,-65.2522337
-19.0538937,-65.2511287
-19.0539039,-65.25056
-19.0535286,-65.250088
-19.0522204,-65.2485967
-19.0517438,-65.2481568
-19.0514193,-65.2479315
-19.0513077,-65.2476525
-19.0511556,-65.247438
-19.0509427,-65.2474165
-19.0506993,-65.2476418
-19.0506587,-65.2479315
-19.0479205,-65.2489078
-19.0464703,-65.2496803
-19.0443913,-65.2509785
-19.0439045,-65.2497983
-19.043651,-65.2493584
-19.0431845,-65.2488971
-19.0429765,-65.2491653
-19.0426875,-65.2495408
-19.0423224,-65.2493155
-19.0418153,-65.249337
-19.0409837,-65.247395
-19.0392799,-65.2481246
-19.0358823,-65.2511716
-19.0351013,-65.2517939
-19.0348376,-65.2514184
-19.0345841,-65.2516329
-19.0342088,-65.2517939
-19.0339046,-65.2520084
-19.0338133,-65.2526522
-19.0337423,-65.2535963
-19.033722,-65.2543581
-19.0337626,-65.2545726
-19.0339553,-65.2551627
-19.0354462,-65.2543044
-19.0389452,-65.2522123
-19.0399695,-65.2536285
-19.0415821,-65.2550125
-19.0461864,-65.2588856
-19.047667,-65.2570295
-19.0504559,-65.2594006
-19.0489043,-65.2612996
-19.0524334,-65.2643251
-19.0539241,-65.2655482
-19.0545934,-65.2652907
-19.0546137,-65.2648294
-19.0544616,-65.264132
-19.054492,-65.2637458
-19.0546644,-65.2632737
-19.0546239,-65.2626622
-19.0548267,-65.2623296
-19.0548267,-65.261879
-19.0549687,-65.2614605
-19.0554047,-65.2610421
-19.0559321,-65.2610528
-19.0564087,-65.2611923
-19.0565608,-65.2614498
-19.0566318,-65.261997
-19.0567433,-65.2623081
-19.0569461,-65.2624691
-19.0572301,-65.2624154
-19.0587309,-65.2615464
-19.0592278,-65.2609563
-19.0593596,-65.2606022
-19.0593292,-65.2602589
-19.059532,-65.2600765
-19.0603838,-65.25998
-19.0614182,-65.2599585
-19.0621077,-65.259819
-19.0624221,-65.25998
-19.0625843,-65.2602482
-19.0627872,-65.2604949
-19.0629291,-65.2605593
-19.0637505,-65.2602267
-19.0640243,-65.2601194
-19.0645922,-65.2606559
-19.0643691,-65.2611387
-19.0637911,-65.2621472
-19.0629088,-65.2634668
-19.0617427,-65.2660739
-19.0612559,-65.2671683
-19.0609897,-65.2677181
-19.0608326,-65.2677906
-19.0608072,-65.2679649
-19.0603129,-65.2684021
-19.0603078,-65.2685738
